program1_idx,program2_idx,program1_row_id,program2_row_id,similarity
10,17,3fb0d6dc7363143f8348406a807a993d,6a85aedec844ca85dc657b28d53e8bff,0.99000216
7,16,a4853bb6a3405b9225a575d3ea4f7a08,d18d9a48193ab5f6d16149e17c5dc21f,0.98954475
9,12,26d66e7dc29bc04c4936ae8fbcaf33c2,8e504cb8ffab35cb5a0e42da19eba646,0.9891994
10,14,3fb0d6dc7363143f8348406a807a993d,5cc8b7be846ff9d466c39393428df0b1,0.9887057
3,12,64065627b47280322c1717a24514143a,8e504cb8ffab35cb5a0e42da19eba646,0.98730546
0,3,0bad576a0835416ebfdcb11fd52b1d4c,64065627b47280322c1717a24514143a,0.98661727
7,18,a4853bb6a3405b9225a575d3ea4f7a08,c4bbfc48ac486b142504bc2e65b5a0ad,0.9844187
7,13,a4853bb6a3405b9225a575d3ea4f7a08,7e9ef24cab54f89852278c1342806d80,0.98420066
0,6,0bad576a0835416ebfdcb11fd52b1d4c,8fc623d05479bc198c0687ded6927184,0.98407006
0,9,0bad576a0835416ebfdcb11fd52b1d4c,26d66e7dc29bc04c4936ae8fbcaf33c2,0.9832704
7,17,a4853bb6a3405b9225a575d3ea4f7a08,6a85aedec844ca85dc657b28d53e8bff,0.98295224
7,14,a4853bb6a3405b9225a575d3ea4f7a08,5cc8b7be846ff9d466c39393428df0b1,0.98286957
12,18,8e504cb8ffab35cb5a0e42da19eba646,c4bbfc48ac486b142504bc2e65b5a0ad,0.9805238
12,17,8e504cb8ffab35cb5a0e42da19eba646,6a85aedec844ca85dc657b28d53e8bff,0.98002225
12,14,8e504cb8ffab35cb5a0e42da19eba646,5cc8b7be846ff9d466c39393428df0b1,0.9792902
12,13,8e504cb8ffab35cb5a0e42da19eba646,7e9ef24cab54f89852278c1342806d80,0.9786459
9,10,26d66e7dc29bc04c4936ae8fbcaf33c2,3fb0d6dc7363143f8348406a807a993d,0.97767806
6,10,8fc623d05479bc198c0687ded6927184,3fb0d6dc7363143f8348406a807a993d,0.97715634
9,16,26d66e7dc29bc04c4936ae8fbcaf33c2,d18d9a48193ab5f6d16149e17c5dc21f,0.97632414
3,5,64065627b47280322c1717a24514143a,2a03324b1080ce60d88994ba3ec62259,0.9760636
6,16,8fc623d05479bc198c0687ded6927184,d18d9a48193ab5f6d16149e17c5dc21f,0.9759276
0,12,0bad576a0835416ebfdcb11fd52b1d4c,8e504cb8ffab35cb5a0e42da19eba646,0.97569263
3,10,64065627b47280322c1717a24514143a,3fb0d6dc7363143f8348406a807a993d,0.9753298
12,16,8e504cb8ffab35cb5a0e42da19eba646,d18d9a48193ab5f6d16149e17c5dc21f,0.9747853
3,16,64065627b47280322c1717a24514143a,d18d9a48193ab5f6d16149e17c5dc21f,0.9739917
9,18,26d66e7dc29bc04c4936ae8fbcaf33c2,c4bbfc48ac486b142504bc2e65b5a0ad,0.97372496
6,18,8fc623d05479bc198c0687ded6927184,c4bbfc48ac486b142504bc2e65b5a0ad,0.973421
5,6,2a03324b1080ce60d88994ba3ec62259,8fc623d05479bc198c0687ded6927184,0.9733753
5,9,2a03324b1080ce60d88994ba3ec62259,26d66e7dc29bc04c4936ae8fbcaf33c2,0.9733713
9,13,26d66e7dc29bc04c4936ae8fbcaf33c2,7e9ef24cab54f89852278c1342806d80,0.97269005
0,5,0bad576a0835416ebfdcb11fd52b1d4c,2a03324b1080ce60d88994ba3ec62259,0.97237355
6,13,8fc623d05479bc198c0687ded6927184,7e9ef24cab54f89852278c1342806d80,0.97226584
9,17,26d66e7dc29bc04c4936ae8fbcaf33c2,6a85aedec844ca85dc657b28d53e8bff,0.9713108
3,18,64065627b47280322c1717a24514143a,c4bbfc48ac486b142504bc2e65b5a0ad,0.9713059
6,17,8fc623d05479bc198c0687ded6927184,6a85aedec844ca85dc657b28d53e8bff,0.971062
7,9,a4853bb6a3405b9225a575d3ea4f7a08,26d66e7dc29bc04c4936ae8fbcaf33c2,0.9708051
9,14,26d66e7dc29bc04c4936ae8fbcaf33c2,5cc8b7be846ff9d466c39393428df0b1,0.97078586
6,7,8fc623d05479bc198c0687ded6927184,a4853bb6a3405b9225a575d3ea4f7a08,0.9706819
6,14,8fc623d05479bc198c0687ded6927184,5cc8b7be846ff9d466c39393428df0b1,0.9701046
3,13,64065627b47280322c1717a24514143a,7e9ef24cab54f89852278c1342806d80,0.9700164
0,19,0bad576a0835416ebfdcb11fd52b1d4c,68a96d7795826f9e50385e80f66f2093,0.9697882
10,12,3fb0d6dc7363143f8348406a807a993d,8e504cb8ffab35cb5a0e42da19eba646,0.96978325
3,17,64065627b47280322c1717a24514143a,6a85aedec844ca85dc657b28d53e8bff,0.9690683
3,14,64065627b47280322c1717a24514143a,5cc8b7be846ff9d466c39393428df0b1,0.96864593
3,7,64065627b47280322c1717a24514143a,a4853bb6a3405b9225a575d3ea4f7a08,0.96796536
0,7,0bad576a0835416ebfdcb11fd52b1d4c,a4853bb6a3405b9225a575d3ea4f7a08,0.9678658
6,19,8fc623d05479bc198c0687ded6927184,68a96d7795826f9e50385e80f66f2093,0.9677851
9,19,26d66e7dc29bc04c4936ae8fbcaf33c2,68a96d7795826f9e50385e80f66f2093,0.9673291
5,12,2a03324b1080ce60d88994ba3ec62259,8e504cb8ffab35cb5a0e42da19eba646,0.96627337
7,12,a4853bb6a3405b9225a575d3ea4f7a08,8e504cb8ffab35cb5a0e42da19eba646,0.9644189
0,10,0bad576a0835416ebfdcb11fd52b1d4c,3fb0d6dc7363143f8348406a807a993d,0.9623841
3,19,64065627b47280322c1717a24514143a,68a96d7795826f9e50385e80f66f2093,0.96126986
12,19,8e504cb8ffab35cb5a0e42da19eba646,68a96d7795826f9e50385e80f66f2093,0.96085024
0,16,0bad576a0835416ebfdcb11fd52b1d4c,d18d9a48193ab5f6d16149e17c5dc21f,0.960417
0,18,0bad576a0835416ebfdcb11fd52b1d4c,c4bbfc48ac486b142504bc2e65b5a0ad,0.9590375
0,13,0bad576a0835416ebfdcb11fd52b1d4c,7e9ef24cab54f89852278c1342806d80,0.95818573
0,14,0bad576a0835416ebfdcb11fd52b1d4c,5cc8b7be846ff9d466c39393428df0b1,0.95756984
0,17,0bad576a0835416ebfdcb11fd52b1d4c,6a85aedec844ca85dc657b28d53e8bff,0.9568787
5,10,2a03324b1080ce60d88994ba3ec62259,3fb0d6dc7363143f8348406a807a993d,0.9517473
7,19,a4853bb6a3405b9225a575d3ea4f7a08,68a96d7795826f9e50385e80f66f2093,0.9507451
5,19,2a03324b1080ce60d88994ba3ec62259,68a96d7795826f9e50385e80f66f2093,0.950407
5,16,2a03324b1080ce60d88994ba3ec62259,d18d9a48193ab5f6d16149e17c5dc21f,0.95024174
5,14,2a03324b1080ce60d88994ba3ec62259,5cc8b7be846ff9d466c39393428df0b1,0.94738513
5,17,2a03324b1080ce60d88994ba3ec62259,6a85aedec844ca85dc657b28d53e8bff,0.9472153
5,13,2a03324b1080ce60d88994ba3ec62259,7e9ef24cab54f89852278c1342806d80,0.94719356
5,18,2a03324b1080ce60d88994ba3ec62259,c4bbfc48ac486b142504bc2e65b5a0ad,0.9468191
16,19,d18d9a48193ab5f6d16149e17c5dc21f,68a96d7795826f9e50385e80f66f2093,0.9446372
10,19,3fb0d6dc7363143f8348406a807a993d,68a96d7795826f9e50385e80f66f2093,0.9443071
5,7,2a03324b1080ce60d88994ba3ec62259,a4853bb6a3405b9225a575d3ea4f7a08,0.94374025
18,19,c4bbfc48ac486b142504bc2e65b5a0ad,68a96d7795826f9e50385e80f66f2093,0.94358677
1,8,a34a54728b4ed0a762b83277ad931cf4,d2f408b692a09cab5cd7c60a592885c3,0.9434814
17,19,6a85aedec844ca85dc657b28d53e8bff,68a96d7795826f9e50385e80f66f2093,0.9431445
13,19,7e9ef24cab54f89852278c1342806d80,68a96d7795826f9e50385e80f66f2093,0.9422546
14,19,5cc8b7be846ff9d466c39393428df0b1,68a96d7795826f9e50385e80f66f2093,0.94133437
10,15,3fb0d6dc7363143f8348406a807a993d,38d370e4a660cdc96eb15b789820fab8,0.92691916
15,16,38d370e4a660cdc96eb15b789820fab8,d18d9a48193ab5f6d16149e17c5dc21f,0.9267747
15,19,38d370e4a660cdc96eb15b789820fab8,68a96d7795826f9e50385e80f66f2093,0.9252474
7,15,a4853bb6a3405b9225a575d3ea4f7a08,38d370e4a660cdc96eb15b789820fab8,0.9245945
15,17,38d370e4a660cdc96eb15b789820fab8,6a85aedec844ca85dc657b28d53e8bff,0.92258453
13,15,7e9ef24cab54f89852278c1342806d80,38d370e4a660cdc96eb15b789820fab8,0.9190174
15,18,38d370e4a660cdc96eb15b789820fab8,c4bbfc48ac486b142504bc2e65b5a0ad,0.9187106
14,15,5cc8b7be846ff9d466c39393428df0b1,38d370e4a660cdc96eb15b789820fab8,0.91806436
8,11,d2f408b692a09cab5cd7c60a592885c3,1e4d1acb50d7a68074b71e11c4213207,0.91298234
6,15,8fc623d05479bc198c0687ded6927184,38d370e4a660cdc96eb15b789820fab8,0.911766
9,15,26d66e7dc29bc04c4936ae8fbcaf33c2,38d370e4a660cdc96eb15b789820fab8,0.9066798
1,2,a34a54728b4ed0a762b83277ad931cf4,4fdab72a77670612b92372ad39798a30,0.9064237
3,15,64065627b47280322c1717a24514143a,38d370e4a660cdc96eb15b789820fab8,0.9059037
12,15,8e504cb8ffab35cb5a0e42da19eba646,38d370e4a660cdc96eb15b789820fab8,0.9045303
0,15,0bad576a0835416ebfdcb11fd52b1d4c,38d370e4a660cdc96eb15b789820fab8,0.8992715
4,8,ea0609885473c45d374f6bf802e0121d,d2f408b692a09cab5cd7c60a592885c3,0.8950977
5,15,2a03324b1080ce60d88994ba3ec62259,38d370e4a660cdc96eb15b789820fab8,0.8893833
1,11,a34a54728b4ed0a762b83277ad931cf4,1e4d1acb50d7a68074b71e11c4213207,0.8870677
2,11,4fdab72a77670612b92372ad39798a30,1e4d1acb50d7a68074b71e11c4213207,0.8833685
8,15,d2f408b692a09cab5cd7c60a592885c3,38d370e4a660cdc96eb15b789820fab8,0.87217754
2,8,4fdab72a77670612b92372ad39798a30,d2f408b692a09cab5cd7c60a592885c3,0.87001294
8,19,d2f408b692a09cab5cd7c60a592885c3,68a96d7795826f9e50385e80f66f2093,0.86285025
1,12,a34a54728b4ed0a762b83277ad931cf4,8e504cb8ffab35cb5a0e42da19eba646,0.86178184
8,12,d2f408b692a09cab5cd7c60a592885c3,8e504cb8ffab35cb5a0e42da19eba646,0.8444297
1,16,a34a54728b4ed0a762b83277ad931cf4,d18d9a48193ab5f6d16149e17c5dc21f,0.84145445
1,6,a34a54728b4ed0a762b83277ad931cf4,8fc623d05479bc198c0687ded6927184,0.8412793
1,3,a34a54728b4ed0a762b83277ad931cf4,64065627b47280322c1717a24514143a,0.8401363
1,17,a34a54728b4ed0a762b83277ad931cf4,6a85aedec844ca85dc657b28d53e8bff,0.83704764
1,9,a34a54728b4ed0a762b83277ad931cf4,26d66e7dc29bc04c4936ae8fbcaf33c2,0.83486086
1,15,a34a54728b4ed0a762b83277ad931cf4,38d370e4a660cdc96eb15b789820fab8,0.834414
1,18,a34a54728b4ed0a762b83277ad931cf4,c4bbfc48ac486b142504bc2e65b5a0ad,0.83302623
1,14,a34a54728b4ed0a762b83277ad931cf4,5cc8b7be846ff9d466c39393428df0b1,0.82419145
6,8,8fc623d05479bc198c0687ded6927184,d2f408b692a09cab5cd7c60a592885c3,0.82391566
8,16,d2f408b692a09cab5cd7c60a592885c3,d18d9a48193ab5f6d16149e17c5dc21f,0.8232221
1,10,a34a54728b4ed0a762b83277ad931cf4,3fb0d6dc7363143f8348406a807a993d,0.8221023
8,17,d2f408b692a09cab5cd7c60a592885c3,6a85aedec844ca85dc657b28d53e8bff,0.82153875
1,13,a34a54728b4ed0a762b83277ad931cf4,7e9ef24cab54f89852278c1342806d80,0.8207001
1,4,a34a54728b4ed0a762b83277ad931cf4,ea0609885473c45d374f6bf802e0121d,0.8196461
3,8,64065627b47280322c1717a24514143a,d2f408b692a09cab5cd7c60a592885c3,0.8181569
1,5,a34a54728b4ed0a762b83277ad931cf4,2a03324b1080ce60d88994ba3ec62259,0.8180944
8,9,d2f408b692a09cab5cd7c60a592885c3,26d66e7dc29bc04c4936ae8fbcaf33c2,0.81747746
8,18,d2f408b692a09cab5cd7c60a592885c3,c4bbfc48ac486b142504bc2e65b5a0ad,0.8172728
7,8,a4853bb6a3405b9225a575d3ea4f7a08,d2f408b692a09cab5cd7c60a592885c3,0.8143762
2,12,4fdab72a77670612b92372ad39798a30,8e504cb8ffab35cb5a0e42da19eba646,0.81318104
1,7,a34a54728b4ed0a762b83277ad931cf4,a4853bb6a3405b9225a575d3ea4f7a08,0.81219125
0,1,0bad576a0835416ebfdcb11fd52b1d4c,a34a54728b4ed0a762b83277ad931cf4,0.8116602
8,14,d2f408b692a09cab5cd7c60a592885c3,5cc8b7be846ff9d466c39393428df0b1,0.81088436
0,8,0bad576a0835416ebfdcb11fd52b1d4c,d2f408b692a09cab5cd7c60a592885c3,0.80844724
1,19,a34a54728b4ed0a762b83277ad931cf4,68a96d7795826f9e50385e80f66f2093,0.8082508
8,13,d2f408b692a09cab5cd7c60a592885c3,7e9ef24cab54f89852278c1342806d80,0.80595416
8,10,d2f408b692a09cab5cd7c60a592885c3,3fb0d6dc7363143f8348406a807a993d,0.8038528
4,11,ea0609885473c45d374f6bf802e0121d,1e4d1acb50d7a68074b71e11c4213207,0.8022681
2,3,4fdab72a77670612b92372ad39798a30,64065627b47280322c1717a24514143a,0.80183613
5,8,2a03324b1080ce60d88994ba3ec62259,d2f408b692a09cab5cd7c60a592885c3,0.80107486
2,6,4fdab72a77670612b92372ad39798a30,8fc623d05479bc198c0687ded6927184,0.79507685
2,16,4fdab72a77670612b92372ad39798a30,d18d9a48193ab5f6d16149e17c5dc21f,0.794414
11,15,1e4d1acb50d7a68074b71e11c4213207,38d370e4a660cdc96eb15b789820fab8,0.7897854
2,9,4fdab72a77670612b92372ad39798a30,26d66e7dc29bc04c4936ae8fbcaf33c2,0.78928286
0,2,0bad576a0835416ebfdcb11fd52b1d4c,4fdab72a77670612b92372ad39798a30,0.7889935
2,17,4fdab72a77670612b92372ad39798a30,6a85aedec844ca85dc657b28d53e8bff,0.788288
2,18,4fdab72a77670612b92372ad39798a30,c4bbfc48ac486b142504bc2e65b5a0ad,0.7867152
2,5,4fdab72a77670612b92372ad39798a30,2a03324b1080ce60d88994ba3ec62259,0.78598547
2,15,4fdab72a77670612b92372ad39798a30,38d370e4a660cdc96eb15b789820fab8,0.7840798
11,19,1e4d1acb50d7a68074b71e11c4213207,68a96d7795826f9e50385e80f66f2093,0.7801554
2,14,4fdab72a77670612b92372ad39798a30,5cc8b7be846ff9d466c39393428df0b1,0.7798482
2,7,4fdab72a77670612b92372ad39798a30,a4853bb6a3405b9225a575d3ea4f7a08,0.7788637
2,10,4fdab72a77670612b92372ad39798a30,3fb0d6dc7363143f8348406a807a993d,0.7770042
11,12,1e4d1acb50d7a68074b71e11c4213207,8e504cb8ffab35cb5a0e42da19eba646,0.7759071
4,15,ea0609885473c45d374f6bf802e0121d,38d370e4a660cdc96eb15b789820fab8,0.77549833
2,13,4fdab72a77670612b92372ad39798a30,7e9ef24cab54f89852278c1342806d80,0.7742542
2,19,4fdab72a77670612b92372ad39798a30,68a96d7795826f9e50385e80f66f2093,0.771243
4,19,ea0609885473c45d374f6bf802e0121d,68a96d7795826f9e50385e80f66f2093,0.76915926
11,16,1e4d1acb50d7a68074b71e11c4213207,d18d9a48193ab5f6d16149e17c5dc21f,0.7590806
6,11,8fc623d05479bc198c0687ded6927184,1e4d1acb50d7a68074b71e11c4213207,0.75822914
3,11,64065627b47280322c1717a24514143a,1e4d1acb50d7a68074b71e11c4213207,0.75574696
11,17,1e4d1acb50d7a68074b71e11c4213207,6a85aedec844ca85dc657b28d53e8bff,0.75525236
7,11,a4853bb6a3405b9225a575d3ea4f7a08,1e4d1acb50d7a68074b71e11c4213207,0.75214314
9,11,26d66e7dc29bc04c4936ae8fbcaf33c2,1e4d1acb50d7a68074b71e11c4213207,0.7518157
0,11,0bad576a0835416ebfdcb11fd52b1d4c,1e4d1acb50d7a68074b71e11c4213207,0.7501374
11,18,1e4d1acb50d7a68074b71e11c4213207,c4bbfc48ac486b142504bc2e65b5a0ad,0.749977
11,14,1e4d1acb50d7a68074b71e11c4213207,5cc8b7be846ff9d466c39393428df0b1,0.74430716
5,11,2a03324b1080ce60d88994ba3ec62259,1e4d1acb50d7a68074b71e11c4213207,0.7412663
4,12,ea0609885473c45d374f6bf802e0121d,8e504cb8ffab35cb5a0e42da19eba646,0.7409896
2,4,4fdab72a77670612b92372ad39798a30,ea0609885473c45d374f6bf802e0121d,0.7386903
11,13,1e4d1acb50d7a68074b71e11c4213207,7e9ef24cab54f89852278c1342806d80,0.73817205
10,11,3fb0d6dc7363143f8348406a807a993d,1e4d1acb50d7a68074b71e11c4213207,0.7377132
4,17,ea0609885473c45d374f6bf802e0121d,6a85aedec844ca85dc657b28d53e8bff,0.7216929
4,16,ea0609885473c45d374f6bf802e0121d,d18d9a48193ab5f6d16149e17c5dc21f,0.72104293
4,18,ea0609885473c45d374f6bf802e0121d,c4bbfc48ac486b142504bc2e65b5a0ad,0.7191438
4,6,ea0609885473c45d374f6bf802e0121d,8fc623d05479bc198c0687ded6927184,0.7188136
4,14,ea0609885473c45d374f6bf802e0121d,5cc8b7be846ff9d466c39393428df0b1,0.7145237
4,9,ea0609885473c45d374f6bf802e0121d,26d66e7dc29bc04c4936ae8fbcaf33c2,0.71373826
4,7,ea0609885473c45d374f6bf802e0121d,a4853bb6a3405b9225a575d3ea4f7a08,0.7131613
4,13,ea0609885473c45d374f6bf802e0121d,7e9ef24cab54f89852278c1342806d80,0.7091563
3,4,64065627b47280322c1717a24514143a,ea0609885473c45d374f6bf802e0121d,0.70913994
0,4,0bad576a0835416ebfdcb11fd52b1d4c,ea0609885473c45d374f6bf802e0121d,0.7037609
4,10,ea0609885473c45d374f6bf802e0121d,3fb0d6dc7363143f8348406a807a993d,0.7017802
4,5,ea0609885473c45d374f6bf802e0121d,2a03324b1080ce60d88994ba3ec62259,0.6928362
